Date,Time,Usage Percentage,Convert Litter,Special Events,Is Weekend
2024-03-21,17:30:00,9.35,93.5,Normal day,False
2024-03-21,18:00:00,55.68,556.8,Normal day,False
2024-03-21,18:30:00,55.0,550.0,Normal day,False
2024-03-21,19:00:00,62.15,621.5,Normal day,False
2024-03-21,19:30:00,54.65,546.5,Normal day,False
2024-03-21,20:00:00,60.57,605.7,Normal day,False
2024-03-21,20:30:00,63.02,630.2,Normal day,False
2024-03-21,21:00:00,67.79,677.9,Normal day,False
2024-03-21,21:30:00,61.3,613.0,Normal day,False
2024-03-21,22:00:00,9.2,92.0,Normal day,False
2024-03-21,22:30:00,7.79,77.9,Normal day,False
2024-03-21,23:00:00,14.54,145.4,Normal day,False
2024-03-21,23:30:00,6.88,68.8,Normal day,False
2024-03-22,00:00:00,6.63,66.3,Normal day,False
2024-03-22,00:30:00,11.63,116.3,Normal day,False
2024-03-22,01:00:00,12.02,120.2,Normal day,False
2024-03-22,01:30:00,6.9,69.0,Normal day,False
2024-03-22,02:00:00,9.62,96.2,Normal day,False
2024-03-22,02:30:00,10.16,101.6,Normal day,False
2024-03-22,03:00:00,9.99,99.9,Normal day,False
2024-03-22,03:30:00,10.64,106.4,Normal day,False
2024-03-22,04:00:00,15.38,153.8,Normal day,False
2024-03-22,04:30:00,13.81,138.1,Normal day,False
2024-03-22,05:00:00,28.49,284.9,Normal day,False
2024-03-22,05:30:00,33.44,334.4,Normal day,False
2024-03-22,06:00:00,41.29,412.9,Normal day,False
2024-03-22,06:30:00,45.58,455.8,Normal day,False
2024-03-22,07:00:00,40.58,405.8,Normal day,False
2024-03-22,07:30:00,46.93,469.3,Normal day,False
2024-03-22,08:00:00,46.88,468.8,Normal day,False
2024-03-22,08:30:00,43.05,430.5,Normal day,False
2024-03-22,09:00:00,12.43,124.3,Normal day,False
2024-03-22,09:30:00,15.84,158.4,Normal day,False
2024-03-22,10:00:00,15.93,159.3,Normal day,False
2024-03-22,10:30:00,15.01,150.1,Normal day,False
2024-03-22,11:00:00,11.96,119.6,Normal day,False
2024-03-22,11:30:00,16.67,166.7,Normal day,False
2024-03-22,12:00:00,30.8,308.0,Normal day,False
2024-03-22,12:30:00,38.52,385.2,Normal day,False
2024-03-22,13:00:00,32.6,326.0,Normal day,False
2024-03-22,13:30:00,42.4,424.0,Normal day,False
2024-03-22,14:00:00,20.55,205.5,Normal day,False
2024-03-22,14:30:00,10.83,108.3,Normal day,False
2024-03-22,15:00:00,23.58,235.8,Normal day,False
2024-03-22,15:30:00,23.53,235.3,Normal day,False
2024-03-22,16:00:00,17.73,177.3,Normal day,False
2024-03-22,16:30:00,14.81,148.1,Normal day,False
2024-03-22,17:00:00,13.01,130.1,Normal day,False
2024-03-22,17:30:00,17.84,178.4,Normal day,False
2024-03-22,18:00:00,65.53,655.3,Normal day,False
2024-03-22,18:30:00,59.14,591.4,Normal day,False
2024-03-22,19:00:00,48.25,482.5,Normal day,False
2024-03-22,19:30:00,67.5,675.0,Normal day,False
2024-03-22,20:00:00,57.96,579.6,Normal day,False
2024-03-22,20:30:00,63.65,636.5,Normal day,False
2024-03-22,21:00:00,70.8,708.0,Normal day,False
2024-03-22,21:30:00,52.71,527.1,Normal day,False
2024-03-22,22:00:00,10.44,104.4,Normal day,False
2024-03-22,22:30:00,5.87,58.7,Normal day,False
2024-03-22,23:00:00,5.67,56.7,Normal day,False
2024-03-22,23:30:00,12.31,123.1,Normal day,False
2024-03-23,00:00:00,7.26,72.6,Normal day,True
2024-03-23,00:30:00,9.32,93.2,Normal day,True
2024-03-23,01:00:00,7.45,74.5,Normal day,True
2024-03-23,01:30:00,13.19,131.9,Normal day,True
2024-03-23,02:00:00,10.5,105.0,Normal day,True
2024-03-23,02:30:00,8.29,82.9,Normal day,True
2024-03-23,03:00:00,7.67,76.7,Normal day,True
2024-03-23,03:30:00,11.54,115.4,Normal day,True
2024-03-23,04:00:00,7.23,72.3,Normal day,True
2024-03-23,04:30:00,6.35,63.5,Normal day,True
2024-03-23,05:00:00,10.34,103.4,Normal day,True
2024-03-23,05:30:00,14.26,142.6,Normal day,True
2024-03-23,06:00:00,8.25,82.5,Normal day,True
2024-03-23,06:30:00,11.98,119.8,Normal day,True
2024-03-23,07:00:00,54.3,543.0,Normal day,True
2024-03-23,07:30:00,50.71,507.1,Normal day,True
2024-03-23,08:00:00,63.63,636.3,Normal day,True
2024-03-23,08:30:00,54.76,547.6,Normal day,True
2024-03-23,09:00:00,68.39,683.9,Normal day,True
2024-03-23,09:30:00,63.45,634.5,Normal day,True
2024-03-23,10:00:00,51.78,517.8,Normal day,True
2024-03-23,10:30:00,50.62,506.2,Normal day,True
2024-03-23,11:00:00,47.52,475.2,Normal day,True
2024-03-23,11:30:00,41.43,414.3,Normal day,True
2024-03-23,12:00:00,39.26,392.6,Normal day,True
2024-03-23,12:30:00,32.09,320.9,Normal day,True
2024-03-23,13:00:00,57.66,576.6,Normal day,True
2024-03-23,13:30:00,48.11,481.1,Normal day,True
2024-03-23,14:00:00,55.86,558.6,Normal day,True
2024-03-23,14:30:00,49.1,491.0,Normal day,True
2024-03-23,15:00:00,50.32,503.2,Normal day,True
2024-03-23,15:30:00,30.2,302.0,Normal day,True
2024-03-23,16:00:00,30.24,302.4,Normal day,True
2024-03-23,16:30:00,39.7,397.0,Normal day,True
2024-03-23,17:00:00,45.52,455.2,Normal day,True
2024-03-23,17:30:00,34.99,349.9,Normal day,True
2024-03-23,18:00:00,76.16,761.6,Normal day,True
2024-03-23,18:30:00,69.14,691.4,Normal day,True
2024-03-23,19:00:00,69.32,693.2,Normal day,True
2024-03-23,19:30:00,62.63,626.3,Normal day,True
2024-03-23,20:00:00,81.5,815.0,Normal day,True
2024-03-23,20:30:00,65.66,656.6,Normal day,True
2024-03-23,21:00:00,74.73,747.3,Normal day,True
2024-03-23,21:30:00,73.37,733.7,Normal day,True
2024-03-23,22:00:00,56.25,562.5,Normal day,True
2024-03-23,22:30:00,67.39,673.9,Normal day,True
2024-03-23,23:00:00,9.9,99.0,Normal day,True
2024-03-23,23:30:00,5.96,59.6,Normal day,True
2024-03-24,00:00:00,6.58,65.8,Normal day,True
2024-03-24,00:30:00,13.3,133.0,Normal day,True
2024-03-24,01:00:00,13.08,130.8,Normal day,True
2024-03-24,01:30:00,9.7,97.0,Normal day,True
2024-03-24,02:00:00,9.2,92.0,Normal day,True
2024-03-24,02:30:00,12.01,120.1,Normal day,True
2024-03-24,03:00:00,11.21,112.1,Normal day,True
2024-03-24,03:30:00,8.68,86.8,Normal day,True
2024-03-24,04:00:00,12.18,121.8,Normal day,True
2024-03-24,04:30:00,15.45,154.5,Normal day,True
2024-03-24,05:00:00,6.85,68.5,Normal day,True
2024-03-24,05:30:00,13.87,138.7,Normal day,True
2024-03-24,06:00:00,14.55,145.5,Normal day,True
2024-03-24,06:30:00,11.38,113.8,Normal day,True
2024-03-24,07:00:00,52.13,521.3,Normal day,True
2024-03-24,07:30:00,54.31,543.1,Normal day,True
2024-03-24,08:00:00,69.74,697.4,Normal day,True
2024-03-24,08:30:00,60.28,602.8,Normal day,True
2024-03-24,09:00:00,71.39,713.9,Normal day,True
2024-03-24,09:30:00,55.65,556.5,Normal day,True
2024-03-24,10:00:00,67.58,675.8,Normal day,True
2024-03-24,10:30:00,64.63,646.3,Normal day,True
2024-03-24,11:00:00,34.65,346.5,Normal day,True
2024-03-24,11:30:00,36.08,360.8,Normal day,True
2024-03-24,12:00:00,41.83,418.3,Normal day,True
2024-03-24,12:30:00,35.05,350.5,Normal day,True
2024-03-24,13:00:00,49.26,492.6,Normal day,True
2024-03-24,13:30:00,47.19,471.9,Normal day,True
2024-03-24,14:00:00,52.65,526.5,Normal day,True
2024-03-24,14:30:00,45.65,456.5,Normal day,True
2024-03-24,15:00:00,36.54,365.4,Normal day,True
2024-03-24,15:30:00,46.0,460.0,Normal day,True
2024-03-24,16:00:00,44.7,447.0,Normal day,True
2024-03-24,16:30:00,39.27,392.7,Normal day,True
2024-03-24,17:00:00,37.28,372.8,Normal day,True
2024-03-24,17:30:00,38.17,381.7,Normal day,True
2024-03-24,18:00:00,64.19,641.9,Normal day,True
2024-03-24,18:30:00,74.66,746.6,Normal day,True
2024-03-24,19:00:00,64.36,643.6,Normal day,True
2024-03-24,19:30:00,62.91,629.1,Normal day,True
2024-03-24,20:00:00,83.69,836.9,Normal day,True
2024-03-24,20:30:00,64.1,641.0,Normal day,True
2024-03-24,21:00:00,71.6,716.0,Normal day,True
2024-03-24,21:30:00,58.33,583.3,Normal day,True
2024-03-24,22:00:00,79.71,797.1,Normal day,True
2024-03-24,22:30:00,80.49,804.9,Normal day,True
2024-03-24,23:00:00,11.73,117.3,Normal day,True
2024-03-24,23:30:00,5.43,54.3,Normal day,True
2024-03-25,00:00:00,12.46,124.6,Normal day,False
2024-03-25,00:30:00,5.02,50.2,Normal day,False
2024-03-25,01:00:00,7.68,76.8,Normal day,False
2024-03-25,01:30:00,9.46,94.6,Normal day,False
2024-03-25,02:00:00,5.89,58.9,Normal day,False
2024-03-25,02:30:00,13.11,131.1,Normal day,False
2024-03-25,03:00:00,12.18,121.8,Normal day,False
2024-03-25,03:30:00,7.11,71.1,Normal day,False
2024-03-25,04:00:00,7.44,74.4,Normal day,False
2024-03-25,04:30:00,10.05,100.5,Normal day,False
2024-03-25,05:00:00,35.46,354.6,Normal day,False
2024-03-25,05:30:00,44.55,445.5,Normal day,False
2024-03-25,06:00:00,43.06,430.6,Normal day,False
2024-03-25,06:30:00,36.82,368.2,Normal day,False
2024-03-25,07:00:00,27.79,277.9,Normal day,False
2024-03-25,07:30:00,28.59,285.9,Normal day,False
2024-03-25,08:00:00,36.88,368.8,Normal day,False
2024-03-25,08:30:00,38.93,389.3,Normal day,False
2024-03-25,09:00:00,11.05,110.5,Normal day,False
2024-03-25,09:30:00,15.89,158.9,Normal day,False
2024-03-25,10:00:00,15.52,155.2,Normal day,False
2024-03-25,10:30:00,11.81,118.1,Normal day,False
2024-03-25,11:00:00,13.54,135.4,Normal day,False
2024-03-25,11:30:00,16.48,164.8,Normal day,False
2024-03-25,12:00:00,42.54,425.4,Normal day,False
2024-03-25,12:30:00,38.26,382.6,Normal day,False
2024-03-25,13:00:00,31.27,312.7,Normal day,False
2024-03-25,13:30:00,41.85,418.5,Normal day,False
2024-03-25,14:00:00,14.97,149.7,Normal day,False
2024-03-25,14:30:00,15.56,155.6,Normal day,False
2024-03-25,15:00:00,20.18,201.8,Normal day,False
2024-03-25,15:30:00,15.03,150.3,Normal day,False
2024-03-25,16:00:00,17.74,177.4,Normal day,False
2024-03-25,16:30:00,9.67,96.7,Normal day,False
2024-03-25,17:00:00,24.54,245.4,Normal day,False
2024-03-25,17:30:00,16.37,163.7,Normal day,False
2024-03-25,18:00:00,58.87,588.7,Normal day,False
2024-03-25,18:30:00,57.93,579.3,Normal day,False
2024-03-25,19:00:00,54.75,547.5,Normal day,False
2024-03-25,19:30:00,64.59,645.9,Normal day,False
2024-03-25,20:00:00,57.57,575.7,Normal day,False
2024-03-25,20:30:00,65.56,655.6,Normal day,False
2024-03-25,21:00:00,62.5,625.0,Normal day,False
2024-03-25,21:30:00,60.88,608.8,Normal day,False
2024-03-25,22:00:00,13.74,137.4,Normal day,False
2024-03-25,22:30:00,5.51,55.1,Normal day,False
2024-03-25,23:00:00,6.29,62.9,Normal day,False
2024-03-25,23:30:00,6.4,64.0,Normal day,False
2024-03-26,00:00:00,7.63,76.3,Normal day,False
2024-03-26,00:30:00,8.37,83.7,Normal day,False
2024-03-26,01:00:00,7.93,79.3,Normal day,False
2024-03-26,01:30:00,11.73,117.3,Normal day,False
2024-03-26,02:00:00,10.68,106.8,Normal day,False
2024-03-26,02:30:00,7.36,73.6,Normal day,False
2024-03-26,03:00:00,9.35,93.5,Normal day,False
2024-03-26,03:30:00,10.43,104.3,Normal day,False
2024-03-26,04:00:00,13.6,136.0,Normal day,False
2024-03-26,04:30:00,12.77,127.7,Normal day,False
2024-03-26,05:00:00,43.11,431.1,Normal day,False
2024-03-26,05:30:00,35.22,352.2,Normal day,False
2024-03-26,06:00:00,33.68,336.8,Normal day,False
2024-03-26,06:30:00,36.09,360.9,Normal day,False
2024-03-26,07:00:00,42.3,423.0,Normal day,False
2024-03-26,07:30:00,47.0,470.0,Normal day,False
2024-03-26,08:00:00,42.96,429.6,Normal day,False
2024-03-26,08:30:00,45.39,453.9,Normal day,False
2024-03-26,09:00:00,18.2,182.0,Normal day,False
2024-03-26,09:30:00,9.88,98.8,Normal day,False
2024-03-26,10:00:00,14.16,141.6,Normal day,False
2024-03-26,10:30:00,12.63,126.3,Normal day,False
2024-03-26,11:00:00,16.43,164.3,Normal day,False
2024-03-26,11:30:00,15.98,159.8,Normal day,False
2024-03-26,12:00:00,40.55,405.5,Normal day,False
2024-03-26,12:30:00,32.85,328.5,Normal day,False
2024-03-26,13:00:00,32.86,328.6,Normal day,False
2024-03-26,13:30:00,35.09,350.9,Normal day,False
2024-03-26,14:00:00,9.13,91.3,Normal day,False
2024-03-26,14:30:00,24.85,248.5,Normal day,False
2024-03-26,15:00:00,22.86,228.6,Normal day,False
2024-03-26,15:30:00,16.62,166.2,Normal day,False
2024-03-26,16:00:00,12.16,121.6,Normal day,False
2024-03-26,16:30:00,23.51,235.1,Normal day,False
2024-03-26,17:00:00,13.41,134.1,Normal day,False
2024-03-26,17:30:00,18.58,185.8,Normal day,False
2024-03-26,18:00:00,58.69,586.9,Normal day,False
2024-03-26,18:30:00,53.88,538.8,Normal day,False
2024-03-26,19:00:00,58.73,587.3,Normal day,False
2024-03-26,19:30:00,58.55,585.5,Normal day,False
2024-03-26,20:00:00,58.07,580.7,Normal day,False
2024-03-26,20:30:00,52.66,526.6,Normal day,False
2024-03-26,21:00:00,50.87,508.7,Normal day,False
2024-03-26,21:30:00,47.09,470.9,Normal day,False
2024-03-26,22:00:00,12.52,125.2,Normal day,False
2024-03-26,22:30:00,12.99,129.9,Normal day,False
2024-03-26,23:00:00,12.17,121.7,Normal day,False
2024-03-26,23:30:00,7.04,70.4,Normal day,False
2024-03-27,00:00:00,6.13,61.3,Normal day,False
2024-03-27,00:30:00,7.01,70.1,Normal day,False
2024-03-27,01:00:00,15.91,159.1,Normal day,False
2024-03-27,01:30:00,14.42,144.2,Normal day,False
2024-03-27,02:00:00,5.22,52.2,Normal day,False
2024-03-27,02:30:00,13.39,133.9,Normal day,False
2024-03-27,03:00:00,11.58,115.8,Normal day,False
2024-03-27,03:30:00,10.16,101.6,Normal day,False
2024-03-27,04:00:00,13.83,138.3,Normal day,False
2024-03-27,04:30:00,14.89,148.9,Normal day,False
2024-03-27,05:00:00,31.46,314.6,Normal day,False
2024-03-27,05:30:00,33.95,339.5,Normal day,False
2024-03-27,06:00:00,29.48,294.8,Normal day,False
2024-03-27,06:30:00,41.56,415.6,Normal day,False
2024-03-27,07:00:00,35.15,351.5,Normal day,False
2024-03-27,07:30:00,38.85,388.5,Normal day,False
2024-03-27,08:00:00,27.71,277.1,Normal day,False
2024-03-27,08:30:00,40.69,406.9,Normal day,False
2024-03-27,09:00:00,11.76,117.6,Normal day,False
2024-03-27,09:30:00,10.37,103.7,Normal day,False
2024-03-27,10:00:00,11.53,115.3,Normal day,False
2024-03-27,10:30:00,19.26,192.6,Normal day,False
2024-03-27,11:00:00,10.86,108.6,Normal day,False
2024-03-27,11:30:00,18.62,186.2,Normal day,False
2024-03-27,12:00:00,44.53,445.3,Normal day,False
2024-03-27,12:30:00,32.85,328.5,Normal day,False
2024-03-27,13:00:00,37.43,374.3,Normal day,False
2024-03-27,13:30:00,43.59,435.9,Normal day,False
2024-03-27,14:00:00,14.9,149.0,Normal day,False
2024-03-27,14:30:00,21.37,213.7,Normal day,False
2024-03-27,15:00:00,16.48,164.8,Normal day,False
2024-03-27,15:30:00,18.31,183.1,Normal day,False
2024-03-27,16:00:00,25.15,251.5,Normal day,False
2024-03-27,16:30:00,23.26,232.6,Normal day,False
2024-03-27,17:00:00,10.88,108.8,Normal day,False
2024-03-27,17:30:00,12.72,127.2,Normal day,False
2024-03-27,18:00:00,52.63,526.3,Normal day,False
2024-03-27,18:30:00,63.77,637.7,Normal day,False
2024-03-27,19:00:00,68.77,687.7,Normal day,False
2024-03-27,19:30:00,59.55,595.5,Normal day,False
2024-03-27,20:00:00,63.2,632.0,Normal day,False
2024-03-27,20:30:00,55.67,556.7,Normal day,False
2024-03-27,21:00:00,62.66,626.6,Normal day,False
2024-03-27,21:30:00,65.24,652.4,Normal day,False
2024-03-27,22:00:00,12.59,125.9,Normal day,False
2024-03-27,22:30:00,7.57,75.7,Normal day,False
2024-03-27,23:00:00,5.93,59.3,Normal day,False
2024-03-27,23:30:00,13.33,133.3,Normal day,False
2024-03-28,00:00:00,5.32,53.2,Normal day,False
2024-03-28,00:30:00,13.8,138.0,Normal day,False
2024-03-28,01:00:00,9.06,90.6,Normal day,False
2024-03-28,01:30:00,4.85,48.5,Normal day,False
2024-03-28,02:00:00,8.7,87.0,Normal day,False
2024-03-28,02:30:00,14.06,140.6,Normal day,False
2024-03-28,03:00:00,8.25,82.5,Normal day,False
2024-03-28,03:30:00,12.07,120.7,Normal day,False
2024-03-28,04:00:00,11.49,114.9,Normal day,False
2024-03-28,04:30:00,8.06,80.6,Normal day,False
2024-03-28,05:00:00,42.85,428.5,Normal day,False
2024-03-28,05:30:00,29.94,299.4,Normal day,False
2024-03-28,06:00:00,35.01,350.1,Normal day,False
2024-03-28,06:30:00,38.29,382.9,Normal day,False
2024-03-28,07:00:00,41.49,414.9,Normal day,False
2024-03-28,07:30:00,33.19,331.9,Normal day,False
2024-03-28,08:00:00,34.17,341.7,Normal day,False
2024-03-28,08:30:00,33.22,332.2,Normal day,False
2024-03-28,09:00:00,12.51,125.1,Normal day,False
2024-03-28,09:30:00,16.91,169.1,Normal day,False
2024-03-28,10:00:00,12.28,122.8,Normal day,False
2024-03-28,10:30:00,14.05,140.5,Normal day,False
2024-03-28,11:00:00,14.11,141.1,Normal day,False
2024-03-28,11:30:00,11.17,111.7,Normal day,False
2024-03-28,12:00:00,38.21,382.1,Normal day,False
2024-03-28,12:30:00,51.34,513.4,Normal day,False
2024-03-28,13:00:00,48.76,487.6,Normal day,False
2024-03-28,13:30:00,39.17,391.7,Normal day,False
2024-03-28,14:00:00,24.06,240.6,Normal day,False
2024-03-28,14:30:00,20.91,209.1,Normal day,False
2024-03-28,15:00:00,18.07,180.7,Normal day,False
2024-03-28,15:30:00,10.04,100.4,Normal day,False
2024-03-28,16:00:00,17.27,172.7,Normal day,False
2024-03-28,16:30:00,11.1,111.0,Normal day,False
2024-03-28,17:00:00,10.39,103.9,Normal day,False
2024-03-28,17:30:00,26.38,263.8,Normal day,False
2024-03-28,18:00:00,59.99,599.9,Normal day,False
2024-03-28,18:30:00,57.2,572.0,Normal day,False
2024-03-28,19:00:00,61.28,612.8,Normal day,False
2024-03-28,19:30:00,60.01,600.1,Normal day,False
2024-03-28,20:00:00,49.87,498.7,Normal day,False
2024-03-28,20:30:00,59.07,590.7,Normal day,False
2024-03-28,21:00:00,58.23,582.3,Normal day,False
2024-03-28,21:30:00,58.82,588.2,Normal day,False
2024-03-28,22:00:00,13.84,138.4,Normal day,False
2024-03-28,22:30:00,6.01,60.1,Normal day,False
2024-03-28,23:00:00,5.43,54.3,Normal day,False
2024-03-28,23:30:00,13.47,134.7,Normal day,False
2024-03-29,00:00:00,12.62,126.2,Normal day,False
2024-03-29,00:30:00,6.3,63.0,Normal day,False
2024-03-29,01:00:00,5.16,51.6,Normal day,False
2024-03-29,01:30:00,11.51,115.1,Normal day,False
2024-03-29,02:00:00,14.19,141.9,Normal day,False
2024-03-29,02:30:00,8.58,85.8,Normal day,False
2024-03-29,03:00:00,13.05,130.5,Normal day,False
2024-03-29,03:30:00,13.41,134.1,Normal day,False
2024-03-29,04:00:00,9.36,93.6,Normal day,False
2024-03-29,04:30:00,11.42,114.2,Normal day,False
2024-03-29,05:00:00,35.69,356.9,Normal day,False
2024-03-29,05:30:00,30.28,302.8,Normal day,False
2024-03-29,06:00:00,35.75,357.5,Normal day,False
2024-03-29,06:30:00,39.31,393.1,Normal day,False
2024-03-29,07:00:00,35.15,351.5,Normal day,False
2024-03-29,07:30:00,45.36,453.6,Normal day,False
2024-03-29,08:00:00,33.12,331.2,Normal day,False
2024-03-29,08:30:00,32.07,320.7,Normal day,False
2024-03-29,09:00:00,11.2,112.0,Normal day,False
2024-03-29,09:30:00,18.52,185.2,Normal day,False
2024-03-29,10:00:00,14.77,147.7,Normal day,False
2024-03-29,10:30:00,18.81,188.1,Normal day,False
2024-03-29,11:00:00,15.14,151.4,Normal day,False
2024-03-29,11:30:00,16.36,163.6,Normal day,False
2024-03-29,12:00:00,49.53,495.3,Normal day,False
2024-03-29,12:30:00,38.74,387.4,Normal day,False
2024-03-29,13:00:00,35.95,359.5,Normal day,False
2024-03-29,13:30:00,37.38,373.8,Normal day,False
2024-03-29,14:00:00,14.79,147.9,Normal day,False
2024-03-29,14:30:00,12.42,124.2,Normal day,False
2024-03-29,15:00:00,22.55,225.5,Normal day,False
2024-03-29,15:30:00,11.55,115.5,Normal day,False
2024-03-29,16:00:00,16.92,169.2,Normal day,False
2024-03-29,16:30:00,23.37,233.7,Normal day,False
2024-03-29,17:00:00,23.74,237.4,Normal day,False
2024-03-29,17:30:00,24.97,249.7,Normal day,False
2024-03-29,18:00:00,73.05,730.5,Normal day,False
2024-03-29,18:30:00,57.28,572.8,Normal day,False
2024-03-29,19:00:00,54.65,546.5,Normal day,False
2024-03-29,19:30:00,63.26,632.6,Normal day,False
2024-03-29,20:00:00,56.66,566.6,Normal day,False
2024-03-29,20:30:00,60.27,602.7,Normal day,False
2024-03-29,21:00:00,51.72,517.2,Normal day,False
2024-03-29,21:30:00,66.37,663.7,Normal day,False
2024-03-29,22:00:00,10.21,102.1,Normal day,False
2024-03-29,22:30:00,4.6,46.0,Normal day,False
2024-03-29,23:00:00,13.1,131.0,Normal day,False
2024-03-29,23:30:00,9.81,98.1,Normal day,False
2024-03-30,00:00:00,11.18,111.8,Normal day,True
2024-03-30,00:30:00,15.12,151.2,Normal day,True
2024-03-30,01:00:00,12.92,129.2,Normal day,True
2024-03-30,01:30:00,5.58,55.8,Normal day,True
2024-03-30,02:00:00,10.06,100.6,Normal day,True
2024-03-30,02:30:00,10.26,102.6,Normal day,True
2024-03-30,03:00:00,4.73,47.3,Normal day,True
2024-03-30,03:30:00,12.07,120.7,Normal day,True
2024-03-30,04:00:00,6.39,63.9,Normal day,True
2024-03-30,04:30:00,7.55,75.5,Normal day,True
2024-03-30,05:00:00,5.01,50.1,Normal day,True
2024-03-30,05:30:00,7.11,71.1,Normal day,True
2024-03-30,06:00:00,14.42,144.2,Normal day,True
2024-03-30,06:30:00,11.79,117.9,Normal day,True
2024-03-30,07:00:00,56.61,566.1,Normal day,True
2024-03-30,07:30:00,66.97,669.7,Normal day,True
2024-03-30,08:00:00,50.45,504.5,Normal day,True
2024-03-30,08:30:00,50.01,500.1,Normal day,True
2024-03-30,09:00:00,60.76,607.6,Normal day,True
2024-03-30,09:30:00,67.85,678.5,Normal day,True
2024-03-30,10:00:00,57.69,576.9,Normal day,True
2024-03-30,10:30:00,52.61,526.1,Normal day,True
2024-03-30,11:00:00,42.93,429.3,Normal day,True
2024-03-30,11:30:00,27.72,277.2,Normal day,True
2024-03-30,12:00:00,41.71,417.1,Normal day,True
2024-03-30,12:30:00,48.38,483.8,Normal day,True
2024-03-30,13:00:00,62.24,622.4,Normal day,True
2024-03-30,13:30:00,54.13,541.3,Normal day,True
2024-03-30,14:00:00,53.6,536.0,Normal day,True
2024-03-30,14:30:00,48.74,487.4,Normal day,True
2024-03-30,15:00:00,34.23,342.3,Normal day,True
2024-03-30,15:30:00,47.55,475.5,Normal day,True
2024-03-30,16:00:00,32.41,324.1,Normal day,True
2024-03-30,16:30:00,40.08,400.8,Normal day,True
2024-03-30,17:00:00,39.42,394.2,Normal day,True
2024-03-30,17:30:00,35.2,352.0,Normal day,True
2024-03-30,18:00:00,59.73,597.3,Normal day,True
2024-03-30,18:30:00,63.95,639.5,Normal day,True
2024-03-30,19:00:00,60.76,607.6,Normal day,True
2024-03-30,19:30:00,77.59,775.9,Normal day,True
2024-03-30,20:00:00,64.79,647.9,Normal day,True
2024-03-30,20:30:00,55.88,558.8,Normal day,True
2024-03-30,21:00:00,70.93,709.3,Normal day,True
2024-03-30,21:30:00,71.87,718.7,Normal day,True
2024-03-30,22:00:00,69.8,698.0,Normal day,True
2024-03-30,22:30:00,67.85,678.5,Normal day,True
2024-03-30,23:00:00,13.41,134.1,Normal day,True
2024-03-30,23:30:00,6.58,65.8,Normal day,True
2024-03-31,00:00:00,8.07,80.7,Normal day,True
2024-03-31,00:30:00,8.16,81.6,Normal day,True
2024-03-31,01:00:00,14.97,149.7,Normal day,True
2024-03-31,01:30:00,8.09,80.9,Normal day,True
2024-03-31,02:00:00,11.49,114.9,Normal day,True
2024-03-31,02:30:00,10.11,101.1,Normal day,True
2024-03-31,03:00:00,12.16,121.6,Normal day,True
2024-03-31,03:30:00,11.36,113.6,Normal day,True
2024-03-31,04:00:00,6.42,64.2,Normal day,True
2024-03-31,04:30:00,8.8,88.0,Normal day,True
2024-03-31,05:00:00,9.12,91.2,Normal day,True
2024-03-31,05:30:00,9.73,97.3,Normal day,True
2024-03-31,06:00:00,8.85,88.5,Normal day,True
2024-03-31,06:30:00,11.63,116.3,Normal day,True
2024-03-31,07:00:00,57.04,570.4,Normal day,True
2024-03-31,07:30:00,57.7,577.0,Normal day,True
2024-03-31,08:00:00,70.2,702.0,Normal day,True
2024-03-31,08:30:00,70.84,708.4,Normal day,True
2024-03-31,09:00:00,68.97,689.7,Normal day,True
2024-03-31,09:30:00,57.85,578.5,Normal day,True
2024-03-31,10:00:00,63.6,636.0,Normal day,True
2024-03-31,10:30:00,57.94,579.4,Normal day,True
2024-03-31,11:00:00,27.98,279.8,Normal day,True
2024-03-31,11:30:00,40.67,406.7,Normal day,True
2024-03-31,12:00:00,31.41,314.1,Normal day,True
2024-03-31,12:30:00,41.13,411.3,Normal day,True
2024-03-31,13:00:00,61.13,611.3,Normal day,True
2024-03-31,13:30:00,44.71,447.1,Normal day,True
2024-03-31,14:00:00,47.04,470.4,Normal day,True
2024-03-31,14:30:00,41.8,418.0,Normal day,True
2024-03-31,15:00:00,35.26,352.6,Normal day,True
2024-03-31,15:30:00,35.75,357.5,Normal day,True
2024-03-31,16:00:00,51.18,511.8,Normal day,True
2024-03-31,16:30:00,40.69,406.9,Normal day,True
2024-03-31,17:00:00,44.3,443.0,Normal day,True
2024-03-31,17:30:00,28.4,284.0,Normal day,True
2024-03-31,18:00:00,66.39,663.9,Normal day,True
2024-03-31,18:30:00,79.76,797.6,Normal day,True
2024-03-31,19:00:00,66.38,663.8,Normal day,True
2024-03-31,19:30:00,68.12,681.2,Normal day,True
2024-03-31,20:00:00,62.04,620.4,Normal day,True
2024-03-31,20:30:00,64.38,643.8,Normal day,True
2024-03-31,21:00:00,71.43,714.3,Normal day,True
2024-03-31,21:30:00,68.69,686.9,Normal day,True
2024-03-31,22:00:00,64.03,640.3,Normal day,True
2024-03-31,22:30:00,68.93,689.3,Normal day,True
2024-03-31,23:00:00,9.0,90.0,Normal day,True
2024-03-31,23:30:00,7.14,71.4,Normal day,True
